0,0
0.0606061,0.203182
0.121212,0.405292
0.181818,0.605764
0.242424,0.803799
0.30303,0.998597
0.363636,1.18938
0.424242,1.37537
0.484848,1.55582
0.545455,1.73001
0.606061,1.89724
0.666667,2.05682
0.727273,2.20813
0.787879,2.35054
0.848485,2.48349
0.909091,2.60645
0.969697,2.7189
1.0303,2.82042
1.09091,2.91057
1.15152,2.98901
1.21212,3.05541
1.27273,3.10962
1.33333,3.15155
1.39394,3.18079
1.45455,3.19713
1.51515,3.20042
1.57576,3.19063
1.63636,3.16783
1.69697,3.13221
1.75758,3.08403
1.81818,3.02373
1.87879,2.95127
1.93939,2.86693
2,2.77105
2.06061,2.66401
2.12121,2.54625
2.18182,2.41823
2.24242,2.28048
2.30303,2.13354
2.36364,1.97802
2.42424,1.81453
2.48485,1.64374
2.54545,1.46633
2.60606,1.28301
2.66667,1.09453
2.72727,0.901646
2.78788,0.70513
2.84848,0.505776
2.90909,0.304387
2.9697,0.101773
