0,0
0.0606061,0.2031
0.121212,0.405218
0.181818,0.605704
0.242424,0.803752
0.30303,0.998563
0.363636,1.18935
0.424242,1.37536
0.484848,1.55582
0.545455,1.73002
0.606061,1.89726
0.666667,2.05686
0.727273,2.20817
0.787879,2.3506
0.848485,2.48356
0.909091,2.60652
0.969697,2.71898
1.0303,2.8205
1.09091,2.91066
1.15152,2.98911
1.21212,3.05551
1.27273,3.10969
1.33333,3.1515
1.39394,3.18061
1.45455,3.19686
1.51515,3.20012
1.57576,3.19037
1.63636,3.16768
1.69697,3.13219
1.75758,3.08413
1.81818,3.02383
1.87879,2.95137
1.93939,2.86703
2,2.77114
2.06061,2.66409
2.12121,2.54632
2.18182,2.41829
2.24242,2.28053
2.30303,2.13359
2.36364,1.97805
2.42424,1.81455
2.48485,1.64375
2.54545,1.46633
2.60606,1.283
2.66667,1.09451
2.72727,0.901609
2.78788,0.70508
2.84848,0.505713
2.90909,0.304311
2.9697,0.101683
