0,0
0.0606061,0.203368
0.121212,0.405469
0.181818,0.605912
0.242424,0.803915
0.30303,0.998683
0.363636,1.18943
0.424242,1.37539
0.484848,1.55582
0.545455,1.72998
0.606061,1.89718
0.666667,2.05674
0.727273,2.20802
0.787879,2.35041
0.848485,2.48334
0.909091,2.60627
0.969697,2.71871
1.0303,2.82021
1.09091,2.91035
1.15152,2.98877
1.21212,3.05517
1.27273,3.10943
1.33333,3.15165
1.39394,3.1812
1.45455,3.19777
1.51515,3.20115
1.57576,3.19127
1.63636,3.16824
1.69697,3.13231
1.75758,3.08384
1.81818,3.02349
1.87879,2.95104
1.93939,2.86671
2,2.77085
2.06061,2.66382
2.12121,2.54608
2.18182,2.41808
2.24242,2.28035
2.30303,2.13344
2.36364,1.97794
2.42424,1.81447
2.48485,1.64371
2.54545,1.46632
2.60606,1.28304
2.66667,1.09459
2.72727,0.901731
2.78788,0.705246
2.84848,0.505924
2.90909,0.304566
2.9697,0.101984
