0,0
0.0606061,0.203272
0.121212,0.405375
0.181818,0.605833
0.242424,0.803852
0.30303,0.998637
0.363636,1.1894
0.424242,1.37538
0.484848,1.55582
0.545455,1.73
0.606061,1.89721
0.666667,2.05678
0.727273,2.20808
0.787879,2.35048
0.848485,2.48342
0.909091,2.60637
0.969697,2.71882
1.0303,2.82032
1.09091,2.91047
1.15152,2.9889
1.21212,3.05529
1.27273,3.10953
1.33333,3.1516
1.39394,3.18099
1.45455,3.19744
1.51515,3.20077
1.57576,3.19093
1.63636,3.16802
1.69697,3.13225
1.75758,3.08394
1.81818,3.02362
1.87879,2.95116
1.93939,2.86683
2,2.77096
2.06061,2.66392
2.12121,2.54617
2.18182,2.41816
2.24242,2.28042
2.30303,2.13349
2.36364,1.97798
2.42424,1.8145
2.48485,1.64372
2.54545,1.46633
2.60606,1.28302
2.66667,1.09456
2.72727,0.901686
2.78788,0.705185
2.84848,0.505846
2.90909,0.304471
2.9697,0.101872
