,r2
1078,-0.0019139503054767712
1079,-7.435485921693566e-05
1080,-3.140098649670941e-05
1081,-7.435485921693566e-05
1082,-0.0019139503054767712
1083,-7.435485921693566e-05
1084,-0.00024987854710822204
1085,-0.0019139503054767712
1086,-0.0019139503054767712
1087,-0.0019139503054767712
1088,
1089,-0.0019139503054767712
1090,-0.0019139503054767712
1091,-0.0019139503054767712
1092,-0.00024987854710822204
1093,-7.435485921693566e-05
1094,-0.0019139503054767712
1095,-0.0019139503054767712
1096,
1097,-0.0019139503054767712
1098,-7.435485921693566e-05
1099,-0.0019139503054767712
1100,-0.00024987854710822204
1101,-0.0019139503054767712
1102,-7.435485921693566e-05
1103,-0.0019139503054767712
1104,-3.140098649670941e-05
1105,-7.435485921693566e-05
1106,-7.435485921693566e-05
1107,-0.0019139503054767712
1108,-0.00024987854710822204
1109,-0.0019139503054767712
1110,-0.0019139503054767712
1111,-0.0019139503054767712
1112,
1113,-0.0019139503054767712
1114,-0.0019139503054767712
1115,-0.0019139503054767712
1116,-0.00024987854710822204
1117,-7.435485921693566e-05
1118,-0.0019139503054767712
1119,-0.0019139503054767712
1120,
1121,-0.0019139503054767712
1122,-0.0019139503054767712
1123,-7.435485921693566e-05
1124,-0.0019139503054767712
1125,-0.00024987854710822204
1126,-0.0019139503054767712
1127,-7.435485921693566e-05
1128,-7.435485921693566e-05
1129,-3.140098649670941e-05
1130,-0.0019139503054767712
1131,-7.435485921693566e-05
1132,-0.0019139503054767712
1133,-0.00024987854710822204
1134,-0.0019139503054767712
1135,-0.0019139503054767712
1136,-0.0019139503054767712
1137,
1138,-0.0019139503054767712
1139,-0.0019139503054767712
1140,-7.435485921693566e-05
1141,-0.00024987854710822204
1142,-0.0019139503054767712
1143,-0.0019139503054767712
1144,-0.0019139503054767712
1145,
1146,-7.435485921693566e-05
1147,-0.0019139503054767712
1148,-0.0019139503054767712
1149,-0.00024987854710822204
1150,-7.435485921693566e-05
1151,-0.0019139503054767712
1152,-7.435485921693566e-05
1153,-3.140098649670941e-05
1154,-7.435485921693566e-05
1155,-0.0019139503054767712
1156,-0.0019139503054767712
1157,-0.00024987854710822204
1158,-7.435485921693566e-05
1159,-7.435485921693566e-05
1160,-0.0019139503054767712
1161,-3.140098649670941e-05
1162,-7.435485921693566e-05
1163,-7.435485921693566e-05
1164,-7.435485921693566e-05
1165,-9.308945548788597e-06
1166,-7.435485921693566e-05
1167,-7.435485921693566e-05
1168,-0.0019139503054767712
1169,-3.140098649670941e-05
1170,-7.435485921693566e-05
1171,-0.0019139503054767712
1172,-0.0019139503054767712
1173,-0.00024987854710822204
1174,-7.435485921693566e-05
1175,-0.0019139503054767712
1176,-7.435485921693566e-05
1177,-3.140098649670941e-05
1178,-7.435485921693566e-05
1179,-0.0019139503054767712
1180,-0.0019139503054767712
1181,-0.00024987854710822204
1182,-0.0019139503054767712
1183,-0.0019139503054767712
1184,-0.0019139503054767712
1185,
1186,-0.0019139503054767712
1187,-0.0019139503054767712
1188,-7.435485921693566e-05
1189,-0.00024987854710822204
1190,-0.0019139503054767712
1191,-0.0019139503054767712
1192,-0.0019139503054767712
1193,
1194,-0.0019139503054767712
1195,-7.435485921693566e-05
1196,-0.0019139503054767712
1197,-0.00024987854710822204
1198,-0.0019139503054767712
1199,-7.435485921693566e-05
1200,-7.435485921693566e-05
1201,-3.140098649670941e-05
1202,-0.0019139503054767712
1203,-7.435485921693566e-05
1204,-0.0019139503054767712
1205,-0.00024987854710822204
1206,-0.0019139503054767712
1207,-0.0019139503054767712
1208,-0.0019139503054767712
1209,
1210,-0.0019139503054767712
1211,-0.0019139503054767712
1212,-7.435485921693566e-05
1213,-0.00024987854710822204
1214,-0.0019139503054767712
1215,-0.0019139503054767712
1216,-0.0019139503054767712
1217,
1218,-0.0019139503054767712
1219,-0.0019139503054767712
1220,-0.0019139503054767712
1221,-0.00024987854710822204
1222,-7.435485921693566e-05
1223,-0.0019139503054767712
1224,-0.0019139503054767712
1225,
1226,-0.0019139503054767712
1227,-0.0019139503054767712
1228,-0.0019139503054767712
1229,-0.00024987854710822204
1230,-0.0019139503054767712
1231,-7.435485921693566e-05
1232,-0.0019139503054767712
1233,-3.140098649670941e-05
1234,-7.435485921693566e-05
1235,-7.435485921693566e-05
1236,-0.0019139503054767712
1237,-0.00024987854710822204
1238,-0.0019139503054767712
1239,-7.435485921693566e-05
1240,-0.0019139503054767712
1241,-3.140098649670941e-05
1242,-0.0019139503054767712
1243,-7.435485921693566e-05
1244,-7.435485921693566e-05
1245,-9.308945548788597e-06
1246,-7.435485921693566e-05
1247,-7.435485921693566e-05
1248,-7.435485921693566e-05
1249,-3.140098649670941e-05
1250,-0.0019139503054767712
1251,-7.435485921693566e-05
1252,-7.435485921693566e-05
1253,-0.00024987854710822204
1254,-0.0019139503054767712
1255,-0.0019139503054767712
1256,-7.435485921693566e-05
1257,-3.140098649670941e-05
1258,-7.435485921693566e-05
1259,-0.0019139503054767712
1260,-7.435485921693566e-05
1261,-0.00024987854710822204
1262,-0.0019139503054767712
1263,-0.0019139503054767712
1264,-7.435485921693566e-05
1265,-3.140098649670941e-05
1266,-0.0019139503054767712
1267,-7.435485921693566e-05
1268,-7.435485921693566e-05
1269,-9.308945548788597e-06
1270,-7.435485921693566e-05
1271,-7.435485921693566e-05
1272,-7.435485921693566e-05
1273,-3.140098649670941e-05
1274,-0.0019139503054767712
1275,-7.435485921693566e-05
1276,-7.435485921693566e-05
1277,-0.00024987854710822204
1278,-0.0019139503054767712
1279,-7.435485921693566e-05
1280,-0.0019139503054767712
1281,-3.140098649670941e-05
1282,-7.435485921693566e-05
1283,-7.435485921693566e-05
1284,-0.0019139503054767712
1285,-0.00024987854710822204
1286,-0.0019139503054767712
1287,-7.435485921693566e-05
1288,-0.0019139503054767712
1289,
1290,-0.0019139503054767712
1291,-0.0019139503054767712
1292,-0.0019139503054767712
1293,-0.00024987854710822204
1294,-7.435485921693566e-05
1295,-0.0019139503054767712
1296,-0.0019139503054767712
1297,
1298,-0.0019139503054767712
1299,-0.0019139503054767712
1300,-0.0019139503054767712
1301,-0.00024987854710822204
1302,-0.0019139503054767712
1303,-7.435485921693566e-05
1304,-0.0019139503054767712
1305,-3.140098649670941e-05
1306,-7.435485921693566e-05
1307,-7.435485921693566e-05
1308,-0.0019139503054767712
1309,-0.00024987854710822204
1310,-0.0019139503054767712
1311,-7.435485921693566e-05
1312,-0.0019139503054767712
1313,-0.0019139503054767712
1314,-0.0019139503054767712
1315,-7.435485921693566e-05
1316,-0.00024987854710822204
1317,-0.0019139503054767712
1318,-0.0019139503054767712
1319,-0.0019139503054767712
1320,
1321,-0.0019139503054767712
1322,-0.0019139503054767712
1323,-0.0019139503054767712
1324,-0.00024987854710822204
1325,-0.0019139503054767712
1326,-7.435485921693566e-05
1327,-7.435485921693566e-05
1328,-3.140098649670941e-05
1329,-0.0019139503054767712
1330,-7.435485921693566e-05
1331,-0.0019139503054767712
1332,-0.00024987854710822204
1333,-0.0019139503054767712
1334,-7.435485921693566e-05
1335,-0.0019139503054767712
1336,-3.140098649670941e-05
1337,-7.435485921693566e-05
1338,-7.435485921693566e-05
1339,-7.435485921693566e-05
1340,-9.308945548788597e-06
1341,-7.435485921693566e-05
1342,-7.435485921693566e-05
1343,-0.0019139503054767712
1344,-3.140098649670941e-05
1345,-7.435485921693566e-05
1346,-7.435485921693566e-05
1347,-0.0019139503054767712
1348,-0.00024987854710822204
1349,-7.435485921693566e-05
1350,-0.0019139503054767712
1351,-7.435485921693566e-05
1352,-3.140098649670941e-05
1353,-7.435485921693566e-05
1354,-0.0019139503054767712
1355,-0.0019139503054767712
1356,-0.00024987854710822204
1357,-7.435485921693566e-05
1358,-0.0019139503054767712
1359,-0.0019139503054767712
1360,-3.140098649670941e-05
1361,-7.435485921693566e-05
1362,-7.435485921693566e-05
1363,-7.435485921693566e-05
1364,-9.308945548788597e-06
1365,-7.435485921693566e-05
1366,-7.435485921693566e-05
1367,-0.0019139503054767712
1368,-3.140098649670941e-05
1369,-7.435485921693566e-05
1370,-7.435485921693566e-05
1371,-0.0019139503054767712
1372,-0.00024987854710822204
1373,-0.0019139503054767712
1374,-7.435485921693566e-05
1375,-7.435485921693566e-05
1376,-3.140098649670941e-05
1377,-0.0019139503054767712
1378,-7.435485921693566e-05
1379,-0.0019139503054767712
1380,-0.00024987854710822204
1381,-0.0019139503054767712
1382,-7.435485921693566e-05
1383,-0.0019139503054767712
1384,
1385,-0.0019139503054767712
1386,-0.0019139503054767712
1387,-7.435485921693566e-05
1388,-0.00024987854710822204
1389,-0.0019139503054767712
1390,-0.0019139503054767712
1391,-0.0019139503054767712
1392,
1393,-0.0019139503054767712
1394,-0.0019139503054767712
1395,-0.0019139503054767712
1396,-0.00024987854710822204
1397,-0.0019139503054767712
1398,-7.435485921693566e-05
1399,-7.435485921693566e-05
1400,-3.140098649670941e-05
1401,-0.0019139503054767712
1402,-7.435485921693566e-05
1403,-0.0019139503054767712
1404,-0.00024987854710822204
1405,-0.0019139503054767712
1406,-7.435485921693566e-05
1407,-0.0019139503054767712
1408,-0.0019139503054767712
1409,-0.0019139503054767712
1410,-0.00024987854710822204
1411,-7.435485921693566e-05
1412,-0.0019139503054767712
1413,-0.0019139503054767712
1414,
1415,-0.0019139503054767712
1416,-7.435485921693566e-05
1417,-0.0019139503054767712
1418,-0.00024987854710822204
1419,-0.0019139503054767712
1420,-7.435485921693566e-05
1421,-0.0019139503054767712
1422,-3.140098649670941e-05
1423,-7.435485921693566e-05
1424,-7.435485921693566e-05
1425,-0.0019139503054767712
1426,-0.00024987854710822204
1427,-0.0019139503054767712
1428,-7.435485921693566e-05
1429,-7.435485921693566e-05
1430,-3.140098649670941e-05
1431,-0.0019139503054767712
1432,-7.435485921693566e-05
1433,-7.435485921693566e-05
1434,-9.308945548788597e-06
1435,-7.435485921693566e-05
1436,-7.435485921693566e-05
1437,-7.435485921693566e-05
1438,-3.140098649670941e-05
1439,-0.0019139503054767712
1440,-0.0019139503054767712
1441,-7.435485921693566e-05
1442,-0.00024987854710822204
1443,-0.0019139503054767712
1444,-0.0019139503054767712
1445,-7.435485921693566e-05
1446,-3.140098649670941e-05
1447,-7.435485921693566e-05
1448,-0.0019139503054767712
1449,-7.435485921693566e-05
1450,-0.00024987854710822204
1451,-0.0019139503054767712
1452,-7.435485921693566e-05
1453,-7.435485921693566e-05
1454,-3.140098649670941e-05
1455,-0.0019139503054767712
1456,-7.435485921693566e-05
1457,-7.435485921693566e-05
1458,-9.308945548788597e-06
1459,-7.435485921693566e-05
1460,-7.435485921693566e-05
1461,-7.435485921693566e-05
1462,-3.140098649670941e-05
1463,-0.0019139503054767712
1464,-7.435485921693566e-05
1465,-0.0019139503054767712
1466,-0.00024987854710822204
1467,-0.0019139503054767712
1468,-7.435485921693566e-05
1469,-0.0019139503054767712
1470,-3.140098649670941e-05
1471,-7.435485921693566e-05
1472,-7.435485921693566e-05
1473,-0.0019139503054767712
1474,-0.00024987854710822204
1475,-0.0019139503054767712
1476,-0.0019139503054767712
1477,-0.0019139503054767712
1478,
1479,-0.0019139503054767712
1480,-0.0019139503054767712
1481,-0.0019139503054767712
1482,-0.00024987854710822204
1483,-7.435485921693566e-05
1484,-0.0019139503054767712
1485,-0.0019139503054767712
1486,
1487,-0.0019139503054767712
1488,-7.435485921693566e-05
1489,-0.0019139503054767712
1490,-0.00024987854710822204
1491,-0.0019139503054767712
1492,-7.435485921693566e-05
1493,-0.0019139503054767712
1494,-3.140098649670941e-05
1495,-7.435485921693566e-05
1496,-7.435485921693566e-05
1497,-0.0019139503054767712
1498,-0.00024987854710822204
1499,-0.0019139503054767712
1500,-0.0019139503054767712
1501,-0.0019139503054767712
1502,-7.435485921693566e-05
1503,-0.00024987854710822204
1504,-0.0019139503054767712
1505,-0.0019139503054767712
1506,-0.0019139503054767712
1507,
1508,-0.0019139503054767712
1509,-7.435485921693566e-05
1510,-0.0019139503054767712
1511,-0.00024987854710822204
1512,-0.0019139503054767712
1513,-7.435485921693566e-05
1514,-7.435485921693566e-05
1515,-3.140098649670941e-05
1516,-0.0019139503054767712
1517,-7.435485921693566e-05
1518,-0.0019139503054767712
1519,-0.00024987854710822204
1520,-7.435485921693566e-05
1521,-7.435485921693566e-05
1522,-0.0019139503054767712
1523,-3.140098649670941e-05
1524,-7.435485921693566e-05
1525,-7.435485921693566e-05
1526,-7.435485921693566e-05
1527,-9.308945548788597e-06
1528,-7.435485921693566e-05
1529,-7.435485921693566e-05
1530,-0.0019139503054767712
1531,-3.140098649670941e-05
1532,-7.435485921693566e-05
1533,-0.0019139503054767712
1534,-0.0019139503054767712
1535,-0.00024987854710822204
1536,-7.435485921693566e-05
1537,-0.0019139503054767712
1538,-7.435485921693566e-05
1539,-3.140098649670941e-05
1540,-7.435485921693566e-05
1541,-0.0019139503054767712
1542,-0.0019139503054767712
1543,-0.00024987854710822204
1544,-7.435485921693566e-05
1545,-7.435485921693566e-05
1546,-0.0019139503054767712
1547,-3.140098649670941e-05
1548,-7.435485921693566e-05
1549,-7.435485921693566e-05
1550,-7.435485921693566e-05
1551,-9.308945548788597e-06
1552,-7.435485921693566e-05
1553,-7.435485921693566e-05
1554,-0.0019139503054767712
1555,-3.140098649670941e-05
1556,-0.0019139503054767712
1557,-7.435485921693566e-05
1558,-0.0019139503054767712
1559,-0.00024987854710822204
1560,-0.0019139503054767712
1561,-7.435485921693566e-05
1562,-7.435485921693566e-05
1563,-3.140098649670941e-05
1564,-0.0019139503054767712
1565,-7.435485921693566e-05
1566,-0.0019139503054767712
1567,-0.00024987854710822204
1568,-0.0019139503054767712
1569,-0.0019139503054767712
1570,-0.0019139503054767712
1571,
1572,-0.0019139503054767712
1573,-0.0019139503054767712
1574,-7.435485921693566e-05
1575,-0.00024987854710822204
1576,-0.0019139503054767712
1577,-0.0019139503054767712
1578,-0.0019139503054767712
1579,
1580,-0.0019139503054767712
1581,-7.435485921693566e-05
1582,-0.0019139503054767712
1583,-0.00024987854710822204
1584,-0.0019139503054767712
1585,-7.435485921693566e-05
1586,-7.435485921693566e-05
1587,-3.140098649670941e-05
1588,-0.0019139503054767712
1589,-7.435485921693566e-05
1590,-0.0019139503054767712
1591,-0.00024987854710822204
1592,-0.0019139503054767712
1593,-0.0019139503054767712
1594,-0.0019139503054767712
1595,-0.00024987854710822204
1596,-7.435485921693566e-05
1597,-0.0019139503054767712
1598,-0.0019139503054767712
1599,-3.140098649670941e-05
1600,-7.435485921693566e-05
1601,-7.435485921693566e-05
1602,-0.0019139503054767712
1603,-0.00024987854710822204
1604,-0.0019139503054767712
1605,-7.435485921693566e-05
1606,-0.0019139503054767712
1607,-3.140098649670941e-05
1608,-7.435485921693566e-05
1609,-7.435485921693566e-05
1610,-0.0019139503054767712
1611,-9.308945548788597e-06
1612,-7.435485921693566e-05
1613,-7.435485921693566e-05
1614,-7.435485921693566e-05
1615,-3.140098649670941e-05
1616,-0.0019139503054767712
1617,-7.435485921693566e-05
1618,-7.435485921693566e-05
1619,-9.308945548788597e-06
1620,-7.435485921693566e-05
1621,-7.435485921693566e-05
1622,-7.435485921693566e-05
1623,-3.140098649670941e-05
1624,-7.435485921693566e-05
1625,-0.0019139503054767712
1626,-7.435485921693566e-05
1627,-0.00024987854710822204
1628,-0.0019139503054767712
1629,-0.0019139503054767712
1630,-7.435485921693566e-05
1631,-3.140098649670941e-05
1632,-7.435485921693566e-05
1633,-0.0019139503054767712
1634,-7.435485921693566e-05
1635,-9.308945548788597e-06
1636,-7.435485921693566e-05
1637,-7.435485921693566e-05
1638,-7.435485921693566e-05
1639,-3.140098649670941e-05
1640,-0.0019139503054767712
1641,-7.435485921693566e-05
1642,-7.435485921693566e-05
1643,-9.308945548788597e-06
1644,-7.435485921693566e-05
1645,-7.435485921693566e-05
1646,-7.435485921693566e-05
1647,-3.140098649670941e-05
1648,-7.435485921693566e-05
1649,-7.435485921693566e-05
1650,-0.0019139503054767712
1651,-0.00024987854710822204
1652,-0.0019139503054767712
1653,-7.435485921693566e-05
1654,-0.0019139503054767712
1655,-3.140098649670941e-05
1656,-7.435485921693566e-05
1657,-7.435485921693566e-05
1658,-0.0019139503054767712
1659,-0.00024987854710822204
1660,-7.435485921693566e-05
1661,-0.0019139503054767712
1662,-0.0019139503054767712
1663,
1664,-0.0019139503054767712
1665,-0.0019139503054767712
1666,-0.0019139503054767712
1667,-0.00024987854710822204
1668,-7.435485921693566e-05
1669,-0.0019139503054767712
1670,-0.0019139503054767712
1671,-3.140098649670941e-05
1672,-7.435485921693566e-05
1673,-7.435485921693566e-05
1674,-0.0019139503054767712
1675,-0.00024987854710822204
1676,-0.0019139503054767712
1677,-7.435485921693566e-05
1678,-0.0019139503054767712
1679,-3.140098649670941e-05
1680,-7.435485921693566e-05
1681,-7.435485921693566e-05
1682,-0.0019139503054767712
1683,-0.0019139503054767712
1684,-0.0019139503054767712
1685,-7.435485921693566e-05
1686,-0.00024987854710822204
1687,-0.0019139503054767712
1688,-0.0019139503054767712
1689,-7.435485921693566e-05
1690,-3.140098649670941e-05
1691,-0.0019139503054767712
1692,-7.435485921693566e-05
1693,-0.0019139503054767712
1694,-0.00024987854710822204
1695,-0.0019139503054767712
1696,-7.435485921693566e-05
1697,-7.435485921693566e-05
1698,-3.140098649670941e-05
1699,-0.0019139503054767712
1700,-7.435485921693566e-05
1701,-7.435485921693566e-05
1702,-9.308945548788597e-06
1703,-7.435485921693566e-05
1704,-7.435485921693566e-05
1705,-0.0019139503054767712
1706,-3.140098649670941e-05
1707,-7.435485921693566e-05
1708,-7.435485921693566e-05
1709,-7.435485921693566e-05
1710,-9.308945548788597e-06
1711,-7.435485921693566e-05
1712,-7.435485921693566e-05
1713,-7.435485921693566e-05
1714,-3.140098649670941e-05
1715,-7.435485921693566e-05
1716,-0.0019139503054767712
1717,-0.0019139503054767712
1718,-0.00024987854710822204
1719,-7.435485921693566e-05
1720,-0.0019139503054767712
1721,-7.435485921693566e-05
1722,-3.140098649670941e-05
1723,-7.435485921693566e-05
1724,-0.0019139503054767712
1725,-7.435485921693566e-05
1726,-9.308945548788597e-06
1727,-7.435485921693566e-05
1728,-7.435485921693566e-05
1729,-0.0019139503054767712
1730,-3.140098649670941e-05
1731,-7.435485921693566e-05
1732,-7.435485921693566e-05
1733,-7.435485921693566e-05
1734,-9.308945548788597e-06
1735,-7.435485921693566e-05
1736,-7.435485921693566e-05
1737,-7.435485921693566e-05
1738,-3.140098649670941e-05
1739,-0.0019139503054767712
1740,-7.435485921693566e-05
1741,-0.0019139503054767712
1742,-0.00024987854710822204
1743,-0.0019139503054767712
1744,-7.435485921693566e-05
1745,-7.435485921693566e-05
1746,-3.140098649670941e-05
1747,-0.0019139503054767712
1748,-7.435485921693566e-05
1749,-7.435485921693566e-05
1750,-0.00024987854710822204
1751,-0.0019139503054767712
1752,-0.0019139503054767712
1753,-0.0019139503054767712
1754,
1755,-0.0019139503054767712
1756,-0.0019139503054767712
1757,-7.435485921693566e-05
1758,-0.00024987854710822204
1759,-0.0019139503054767712
1760,-0.0019139503054767712
1761,-7.435485921693566e-05
1762,-3.140098649670941e-05
1763,-0.0019139503054767712
1764,-7.435485921693566e-05
1765,-0.0019139503054767712
1766,-0.00024987854710822204
1767,-0.0019139503054767712
1768,-7.435485921693566e-05
1769,-7.435485921693566e-05
1770,-3.140098649670941e-05
1771,-0.0019139503054767712
1772,-7.435485921693566e-05
1773,-0.0019139503054767712
1774,-0.0019139503054767712
1775,-0.0019139503054767712
1776,-0.00024987854710822204
1777,-7.435485921693566e-05
1778,-7.435485921693566e-05
1779,-0.0019139503054767712
1780,-3.140098649670941e-05
1781,-7.435485921693566e-05
1782,-7.435485921693566e-05
1783,-0.0019139503054767712
1784,-0.00024987854710822204
1785,-0.0019139503054767712
1786,-7.435485921693566e-05
1787,-0.0019139503054767712
1788,-3.140098649670941e-05
1789,-7.435485921693566e-05
1790,-7.435485921693566e-05
1791,-7.435485921693566e-05
1792,-9.308945548788597e-06
1793,-7.435485921693566e-05
1794,-7.435485921693566e-05
1795,-7.435485921693566e-05
1796,-3.140098649670941e-05
1797,-0.0019139503054767712
1798,-7.435485921693566e-05
1799,-7.435485921693566e-05
1800,-9.308945548788597e-06
1801,-7.435485921693566e-05
1802,-0.0019139503054767712
1803,-7.435485921693566e-05
1804,-3.140098649670941e-05
1805,-7.435485921693566e-05
1806,-0.0019139503054767712
1807,-7.435485921693566e-05
1808,-0.00024987854710822204
1809,-0.0019139503054767712
1810,-0.0019139503054767712
1811,-7.435485921693566e-05
1812,-3.140098649670941e-05
1813,-7.435485921693566e-05
1814,-7.435485921693566e-05
1815,-7.435485921693566e-05
1816,-9.308945548788597e-06
1817,-7.435485921693566e-05
1818,-7.435485921693566e-05
1819,-7.435485921693566e-05
1820,-3.140098649670941e-05
1821,-0.0019139503054767712
1822,-7.435485921693566e-05
1823,-7.435485921693566e-05
1824,-9.308945548788597e-06
1825,-7.435485921693566e-05
1826,-7.435485921693566e-05
1827,-0.0019139503054767712
1828,-3.140098649670941e-05
1829,-7.435485921693566e-05
1830,-7.435485921693566e-05
1831,-0.0019139503054767712
1832,-0.00024987854710822204
1833,-0.0019139503054767712
1834,-7.435485921693566e-05
1835,-0.0019139503054767712
1836,-3.140098649670941e-05
1837,-7.435485921693566e-05
1838,-0.0019139503054767712
1839,-0.0019139503054767712
1840,-0.00024987854710822204
1841,-7.435485921693566e-05
1842,-0.0019139503054767712
1843,-0.0019139503054767712
1844,
1845,-0.0019139503054767712
1846,-0.0019139503054767712
1847,-0.0019139503054767712
1848,-0.00024987854710822204
1849,-7.435485921693566e-05
1850,-7.435485921693566e-05
1851,-0.0019139503054767712
1852,-3.140098649670941e-05
1853,-7.435485921693566e-05
1854,-7.435485921693566e-05
1855,-0.0019139503054767712
1856,-0.00024987854710822204
1857,-0.0019139503054767712
1858,-7.435485921693566e-05
1859,-0.0019139503054767712
1860,-3.140098649670941e-05
1861,-7.435485921693566e-05
1862,-0.0019139503054767712
1863,-0.0019139503054767712
1864,-7.435485921693566e-05
1865,-0.00024987854710822204
1866,-0.0019139503054767712
1867,-7.435485921693566e-05
1868,-7.435485921693566e-05
1869,-3.140098649670941e-05
1870,-0.0019139503054767712
1871,-7.435485921693566e-05
1872,-0.0019139503054767712
1873,-0.00024987854710822204
1874,-0.0019139503054767712
1875,-7.435485921693566e-05
1876,-7.435485921693566e-05
1877,-3.140098649670941e-05
1878,-7.435485921693566e-05
1879,-7.435485921693566e-05
1880,-7.435485921693566e-05
1881,-9.308945548788597e-06
1882,-7.435485921693566e-05
1883,-7.435485921693566e-05
1884,-0.0019139503054767712
1885,-3.140098649670941e-05
1886,-7.435485921693566e-05
1887,-7.435485921693566e-05
1888,-7.435485921693566e-05
1889,-9.308945548788597e-06
1890,-7.435485921693566e-05
1891,-0.0019139503054767712
1892,-7.435485921693566e-05
1893,-3.140098649670941e-05
1894,-7.435485921693566e-05
1895,-0.0019139503054767712
1896,-0.0019139503054767712
1897,-0.00024987854710822204
1898,-7.435485921693566e-05
1899,-0.0019139503054767712
1900,-7.435485921693566e-05
1901,-3.140098649670941e-05
1902,-7.435485921693566e-05
1903,-7.435485921693566e-05
1904,-7.435485921693566e-05
1905,-9.308945548788597e-06
1906,-7.435485921693566e-05
1907,-7.435485921693566e-05
1908,-0.0019139503054767712
1909,-3.140098649670941e-05
1910,-7.435485921693566e-05
1911,-7.435485921693566e-05
1912,-7.435485921693566e-05
1913,-9.308945548788597e-06
1914,-0.0019139503054767712
1915,-7.435485921693566e-05
1916,-7.435485921693566e-05
1917,-3.140098649670941e-05
1918,-0.0019139503054767712
1919,-7.435485921693566e-05
1920,-0.0019139503054767712
1921,-0.00024987854710822204
1922,-0.0019139503054767712
1923,-7.435485921693566e-05
1924,-7.435485921693566e-05
1925,-3.140098649670941e-05
1926,-0.0019139503054767712
1927,-0.0019139503054767712
1928,-7.435485921693566e-05
1929,-0.00024987854710822204
1930,-0.0019139503054767712
1931,-0.0019139503054767712
1932,-0.0019139503054767712
1933,
1934,-0.0019139503054767712
1935,-0.0019139503054767712
1936,-7.435485921693566e-05
1937,-0.00024987854710822204
1938,-0.0019139503054767712
1939,-7.435485921693566e-05
1940,-7.435485921693566e-05
1941,-3.140098649670941e-05
1942,-0.0019139503054767712
1943,-7.435485921693566e-05
1944,-0.0019139503054767712
1945,-0.00024987854710822204
1946,-0.0019139503054767712
1947,-7.435485921693566e-05
1948,-7.435485921693566e-05
1949,-3.140098649670941e-05
1950,-0.0019139503054767712
1951,-0.0019139503054767712
1952,-0.0019139503054767712
1953,-0.00024987854710822204
1954,-0.0019139503054767712
1955,-7.435485921693566e-05
1956,-0.0019139503054767712
1957,-3.140098649670941e-05
1958,-7.435485921693566e-05
1959,-7.435485921693566e-05
1960,-0.0019139503054767712
1961,-0.00024987854710822204
1962,-0.0019139503054767712
1963,-7.435485921693566e-05
1964,-0.0019139503054767712
1965,-3.140098649670941e-05
1966,-0.0019139503054767712
1967,-7.435485921693566e-05
1968,-7.435485921693566e-05
1969,-9.308945548788597e-06
1970,-7.435485921693566e-05
1971,-7.435485921693566e-05
1972,-7.435485921693566e-05
1973,-3.140098649670941e-05
1974,-0.0019139503054767712
1975,-7.435485921693566e-05
1976,-7.435485921693566e-05
1977,-0.00024987854710822204
1978,-0.0019139503054767712
1979,-0.0019139503054767712
1980,-7.435485921693566e-05
1981,-3.140098649670941e-05
1982,-7.435485921693566e-05
1983,-0.0019139503054767712
1984,-7.435485921693566e-05
1985,-0.00024987854710822204
1986,-0.0019139503054767712
1987,-0.0019139503054767712
1988,-7.435485921693566e-05
1989,-3.140098649670941e-05
1990,-0.0019139503054767712
1991,-7.435485921693566e-05
1992,-7.435485921693566e-05
1993,-9.308945548788597e-06
1994,-7.435485921693566e-05
1995,-7.435485921693566e-05
1996,-7.435485921693566e-05
1997,-3.140098649670941e-05
1998,-0.0019139503054767712
1999,-7.435485921693566e-05
2000,-7.435485921693566e-05
2001,-0.00024987854710822204
2002,-0.0019139503054767712
2003,-7.435485921693566e-05
2004,-0.0019139503054767712
2005,-3.140098649670941e-05
2006,-7.435485921693566e-05
2007,-7.435485921693566e-05
2008,-0.0019139503054767712
2009,-0.00024987854710822204
2010,-0.0019139503054767712
2011,-7.435485921693566e-05
2012,-0.0019139503054767712
2013,
2014,-0.0019139503054767712
2015,-0.0019139503054767712
2016,-0.0019139503054767712
2017,-0.00024987854710822204
2018,-7.435485921693566e-05
2019,-0.0019139503054767712
2020,-0.0019139503054767712
2021,
2022,-0.0019139503054767712
2023,-0.0019139503054767712
2024,-0.0019139503054767712
2025,-0.00024987854710822204
2026,-0.0019139503054767712
2027,-7.435485921693566e-05
2028,-0.0019139503054767712
2029,-3.140098649670941e-05
2030,-7.435485921693566e-05
2031,-7.435485921693566e-05
2032,-0.0019139503054767712
2033,-0.00024987854710822204
2034,-0.0019139503054767712
2035,-7.435485921693566e-05
2036,-0.0019139503054767712
2037,-0.0019139503054767712
2038,-0.0019139503054767712
2039,-0.0019139503054767712
2040,-0.00024987854710822204
2041,-0.0019139503054767712
2042,-7.435485921693566e-05
2043,-7.435485921693566e-05
2044,-3.140098649670941e-05
2045,-0.0019139503054767712
2046,-7.435485921693566e-05
2047,-0.0019139503054767712
2048,-0.00024987854710822204
2049,-0.0019139503054767712
2050,-7.435485921693566e-05
2051,-0.0019139503054767712
2052,-3.140098649670941e-05
2053,-7.435485921693566e-05
2054,-7.435485921693566e-05
2055,-7.435485921693566e-05
2056,-9.308945548788597e-06
2057,-7.435485921693566e-05
2058,-7.435485921693566e-05
2059,-0.0019139503054767712
2060,-3.140098649670941e-05
2061,-7.435485921693566e-05
2062,-7.435485921693566e-05
