label1,label2,squared_distance
34,21,0.6875
21,39,0.5
39,21,0.5
21,40,0.6875
40,21,0.6875
21,41,0.6875
41,21,0.6875
21,42,0.1875
42,21,0.1875
21,43,1.1875
43,21,1.1875
21,44,0.5
44,21,0.5
21,45,1
45,21,1
21,47,0.5
47,21,0.5
21,69,1
69,21,1
21,72,1.1875
72,21,1.1875
21,73,1.1875
73,21,1.1875
21,83,0.6875
83,21,0.6875
21,86,0.5
86,21,0.5
21,88,0.6875
88,21,0.6875
21,89,0.6875
89,21,0.6875
21,90,1.1875
90,21,1.1875
21,91,0.1875
91,21,0.1875
21,92,0.5
92,21,0.5
21,93,1
93,21,1
21,94,0.5
94,21,0.5
21,96,0.6875
96,21,0.6875
21,106,1.1875
106,21,1.1875
21,107,1.1875
107,21,1.1875
21,112,0.1875
112,21,0.1875
21,113,1.1875
113,21,1.1875
21,114,0.6875
114,21,0.6875
21,115,0.6875
115,21,0.6875
21,116,0.5
116,21,0.5
21,165,1
165,21,1
22,23,0.5
23,22,0.5
22,24,0.1875
24,22,0.1875
22,25,0.6875
25,22,0.6875
22,26,0.6875
26,22,0.6875
22,27,1.1875
27,22,1.1875
22,28,0.5
28,22,0.5
22,40,0.6875
40,22,0.6875
22,41,1.1875
41,22,1.1875
22,42,0.1875
42,22,0.1875
22,43,0.6875
43,22,0.6875
22,44,0.5
44,22,0.5
22,46,1
46,22,1
22,47,0.5
47,22,0.5
22,70,1
70,22,1
22,72,1.1875
72,22,1.1875
22,75,1.1875
75,22,1.1875
22,91,0.6875
91,22,0.6875
22,94,1
94,22,1
22,96,0.6875
96,22,0.6875
22,112,1.1875
112,22,1.1875
22,115,1.1875
115,22,1.1875
22,145,0.6875
145,22,0.6875
22,149,0.5
149,22,0.5
22,161,1.1875
161,22,1.1875
22,162,1.1875
162,22,1.1875
22,165,0.5
165,22,0.5
22,166,1
166,22,1
22,167,0.5
167,22,0.5
22,169,1.1875
169,22,1.1875
22,170,1.1875
170,22,1.1875
22,186,0.6875
186,22,0.6875
22,191,0.5
191,22,0.5
23,24,1.1875
24,23,1.1875
23,26,1.1875
26,23,1.1875
23,42,0.6875
42,23,0.6875
23,47,1
47,23,1
23,49,0.6875
49,23,0.6875
23,53,0.5
53,23,0.5
23,65,1.1875
65,23,1.1875
23,67,1.1875
67,23,1.1875
23,69,0.5
69,23,0.5
23,70,0.5
70,23,0.5
23,71,1
71,23,1
23,72,0.1875
72,23,0.1875
23,73,0.6875
73,23,0.6875
23,74,1.1875
74,23,1.1875
23,75,0.6875
75,23,0.6875
23,76,0.5
76,23,0.5
23,88,0.6875
88,23,0.6875
23,89,1.1875
89,23,1.1875
23,90,0.6875
90,23,0.6875
23,91,0.1875
91,23,0.1875
23,92,0.5
92,23,0.5
23,94,0.5
94,23,0.5
23,95,1
95,23,1
23,96,0.6875
96,23,0.6875
23,112,1.1875
112,23,1.1875
23,114,1.1875
114,23,1.1875
23,121,1.1875
121,23,1.1875
23,123,1.1875
123,23,1.1875
23,139,0.6875
139,23,0.6875
23,142,0.5
142,23,0.5
23,167,1
167,23,1
24,25,0.5
25,24,0.5
24,26,0.5
26,24,0.5
24,27,0.5
27,24,0.5
24,28,0.1875
28,24,0.1875
24,29,1.1875
29,24,1.1875
24,30,1.1875
30,24,1.1875
24,31,1.1875
31,24,1.1875
24,32,1
32,24,1
24,40,1
40,24,1
24,42,0.5
42,24,0.5
24,43,0.5
43,24,0.5
24,44,0.6875
44,24,0.6875
24,46,0.6875
46,24,0.6875
24,47,0.6875
47,24,0.6875
24,48,1
48,24,1
24,96,1
96,24,1
24,145,0.5
145,24,0.5
24,148,1.1875
148,24,1.1875
24,149,0.1875
149,24,0.1875
24,150,1.1875
150,24,1.1875
24,151,1.1875
151,24,1.1875
24,165,0.6875
165,24,0.6875
24,166,0.6875
166,24,0.6875
24,167,0.6875
167,24,0.6875
24,168,1
168,24,1
24,169,0.5
169,24,0.5
24,170,0.5
170,24,0.5
24,172,0.6875
172,24,0.6875
24,173,0.6875
173,24,0.6875
24,175,0.6875
175,24,0.6875
24,186,0.5
186,24,0.5
24,188,1.1875
188,24,1.1875
24,189,1.1875
189,24,1.1875
24,190,1.1875
190,24,1.1875
24,191,0.1875
191,24,0.1875
25,26,0.5
26,25,0.5
25,27,0.5
27,25,0.5
25,28,0.1875
28,25,0.1875
25,29,0.1875
29,25,0.1875
25,30,0.6875
30,25,0.6875
25,31,0.6875
31,25,0.6875
25,33,1
33,25,1
25,41,1
41,25,1
25,42,0.5
42,25,0.5
25,43,0.5
43,25,0.5
25,44,0.6875
44,25,0.6875
25,45,0.6875
45,25,0.6875
25,46,0.1875
46,25,0.1875
25,47,0.1875
47,25,0.1875
25,48,0.5
48,25,0.5
25,49,1
49,25,1
25,50,0.5
50,25,0.5
25,52,0.6875
52,25,0.6875
25,55,1.1875
55,25,1.1875
25,66,0.5
66,25,0.5
25,68,1.1875
68,25,1.1875
25,71,0.6875
71,25,0.6875
25,94,1.1875
94,25,1.1875
25,96,0.5
96,25,0.5
25,97,1
97,25,1
25,99,0.5
99,25,0.5
25,100,0.6875
100,25,0.6875
25,102,1.1875
102,25,1.1875
25,115,0.5
115,25,0.5
25,116,1.1875
116,25,1.1875
25,118,0.6875
118,25,0.6875
25,120,0.5
120,25,0.5
25,124,1.1875
124,25,1.1875
25,149,1.1875
149,25,1.1875
25,169,1
169,25,1
25,173,0.6875
173,25,0.6875
25,175,1.1875
175,25,1.1875
25,189,1.1875
189,25,1.1875
25,191,0.6875
191,25,0.6875
25,215,1.1875
215,25,1.1875
26,27,0.5
27,26,0.5
26,28,0.1875
28,26,0.1875
26,29,0.6875
29,26,0.6875
26,30,0.6875
30,26,0.6875
26,31,0.1875
31,26,0.1875
26,32,0.5
32,26,0.5
26,33,0.5
33,26,0.5
26,34,1
34,26,1
26,36,0.6875
36,26,0.6875
26,37,1.1875
37,26,1.1875
26,42,1
42,26,1
26,46,1.1875
46,26,1.1875
26,47,0.6875
47,26,0.6875
26,50,1
50,26,1
26,75,0.5
75,26,0.5
26,76,1.1875
76,26,1.1875
26,78,0.6875
78,26,0.6875
26,94,1.1875
94,26,1.1875
26,96,0.5
96,26,0.5
26,98,1
98,26,1
26,99,0.5
99,26,0.5
26,100,0.6875
100,26,0.6875
26,102,1.1875
102,26,1.1875
26,104,0.5
104,26,0.5
26,108,1.1875
108,26,1.1875
26,149,0.6875
149,26,0.6875
26,151,1.1875
151,26,1.1875
26,157,1.1875
157,26,1.1875
26,170,1
170,26,1
26,173,1.1875
173,26,1.1875
26,175,0.6875
175,26,0.6875
26,191,1.1875
191,26,1.1875
27,28,0.1875
28,27,0.1875
27,29,0.6875
29,27,0.6875
27,30,0.1875
30,27,0.1875
27,31,0.6875
31,27,0.6875
27,32,0.5
32,27,0.5
27,33,0.5
33,27,0.5
27,35,1
35,27,1
27,36,0.6875
36,27,0.6875
27,37,1.1875
37,27,1.1875
27,43,1
43,27,1
27,46,0.6875
46,27,0.6875
27,47,1.1875
47,27,1.1875
27,48,0.5
48,27,0.5
27,50,0.5
50,27,0.5
27,51,1
51,27,1
27,52,0.6875
52,27,0.6875
27,55,1.1875
55,27,1.1875
27,56,0.5
56,27,0.5
27,60,1.1875
60,27,1.1875
27,99,1
99,27,1
27,149,0.6875
149,27,0.6875
27,150,1.1875
150,27,1.1875
27,157,1.1875
157,27,1.1875
27,169,0.5
169,27,0.5
27,170,0.5
170,27,0.5
27,171,1
171,27,1
27,172,0.6875
172,27,0.6875
27,173,0.1875
173,27,0.1875
27,174,0.6875
174,27,0.6875
27,175,0.1875
175,27,0.1875
27,177,0.5
177,27,0.5
27,180,1.1875
180,27,1.1875
27,181,0.6875
181,27,0.6875
27,190,1.1875
190,27,1.1875
27,191,0.6875
191,27,0.6875
27,194,0.5
194,27,0.5
27,196,1.1875
196,27,1.1875
27,199,0.6875
199,27,0.6875
27,215,1.1875
215,27,1.1875
28,29,0.5
29,28,0.5
28,30,0.5
30,28,0.5
28,31,0.5
31,28,0.5
28,32,0.6875
32,28,0.6875
28,33,0.6875
33,28,0.6875
28,36,1
36,28,1
28,42,0.6875
42,28,0.6875
28,43,0.6875
43,28,0.6875
28,44,1
44,28,1
28,46,0.5
46,28,0.5
28,47,0.5
47,28,0.5
28,48,0.6875
48,28,0.6875
28,50,0.6875
50,28,0.6875
28,52,1
52,28,1
28,56,1.1875
56,28,1.1875
28,66,1.1875
66,28,1.1875
28,75,1.1875
75,28,1.1875
28,96,0.6875
96,28,0.6875
28,99,0.6875
99,28,0.6875
28,100,1
100,28,1
28,104,1.1875
104,28,1.1875
28,115,1.1875
115,28,1.1875
28,120,1.1875
120,28,1.1875
28,145,1.1875
145,28,1.1875
28,149,0.5
149,28,0.5
28,169,0.6875
169,28,0.6875
28,170,0.6875
170,28,0.6875
28,172,1
172,28,1
28,173,0.5
173,28,0.5
28,175,0.5
175,28,0.5
28,177,1.1875
177,28,1.1875
28,186,1.1875
186,28,1.1875
28,191,0.5
191,28,0.5
28,194,1.1875
194,28,1.1875
29,30,0.5
30,29,0.5
29,31,0.5
31,29,0.5
29,33,0.6875
33,29,0.6875
29,37,1
37,29,1
29,42,1.1875
42,29,1.1875
29,43,1.1875
43,29,1.1875
29,45,1
45,29,1
29,46,0.5
46,29,0.5
29,47,0.5
47,29,0.5
29,48,0.6875
48,29,0.6875
29,49,0.6875
49,29,0.6875
29,50,0.1875
50,29,0.1875
29,51,1.1875
51,29,1.1875
29,52,0.5
52,29,0.5
29,53,1
53,29,1
29,55,0.5
55,29,0.5
29,56,1.1875
56,29,1.1875
29,57,1.1875
57,29,1.1875
29,66,0.6875
66,29,0.6875
29,71,0.5
71,29,0.5
29,96,0.6875
96,29,0.6875
29,97,0.6875
97,29,0.6875
29,98,1.1875
98,29,1.1875
29,99,0.1875
99,29,0.1875
29,100,0.5
100,29,0.5
29,101,1
101,29,1
29,102,0.5
102,29,0.5
29,104,1.1875
104,29,1.1875
29,105,1.1875
105,29,1.1875
29,115,0.6875
115,29,0.6875
29,118,0.5
118,29,0.5
29,120,0.1875
120,29,0.1875
29,121,1.1875
121,29,1.1875
29,122,0.6875
122,29,0.6875
29,123,0.6875
123,29,0.6875
29,124,0.5
124,29,0.5
29,128,0.6875
128,29,0.6875
29,138,1.1875
138,29,1.1875
29,139,1.1875
139,29,1.1875
29,173,1
173,29,1
30,31,0.5
31,30,0.5
30,32,0.6875
32,30,0.6875
30,33,0.1875
33,30,0.1875
30,34,1.1875
34,30,1.1875
30,35,0.6875
35,30,0.6875
30,36,0.5
36,30,0.5
30,37,0.5
37,30,0.5
30,38,1
38,30,1
30,46,1
46,30,1
30,48,0.6875
48,30,0.6875
30,49,1.1875
49,30,1.1875
30,50,0.1875
50,30,0.1875
30,51,0.6875
51,30,0.6875
30,52,0.5
52,30,0.5
30,54,1
54,30,1
30,55,0.5
55,30,0.5
30,56,0.1875
56,30,0.1875
30,57,0.6875
57,30,0.6875
30,58,0.6875
58,30,0.6875
30,59,1.1875
59,30,1.1875
30,60,0.5
60,30,0.5
30,99,0.6875
99,30,0.6875
30,102,1
102,30,1
30,104,1.1875
104,30,1.1875
30,107,1.1875
107,30,1.1875
30,120,1.1875
120,30,1.1875
30,123,1.1875
123,30,1.1875
30,128,0.6875
128,30,0.6875
30,169,1.1875
169,30,1.1875
30,170,1.1875
170,30,1.1875
30,173,0.5
173,30,0.5
30,174,1
174,30,1
30,175,0.5
175,30,0.5
30,177,0.6875
177,30,0.6875
30,181,0.5
181,30,0.5
30,194,0.6875
194,30,0.6875
30,199,0.5
199,30,0.5
30,201,1.1875
201,30,1.1875
30,202,1.1875
202,30,1.1875
31,32,0.6875
32,31,0.6875
31,33,0.1875
33,31,0.1875
31,34,0.6875
34,31,0.6875
31,35,1.1875
35,31,1.1875
31,36,0.5
36,31,0.5
31,37,0.5
37,31,0.5
31,39,1
39,31,1
31,47,1
47,31,1
31,50,0.6875
50,31,0.6875
31,55,1
55,31,1
31,56,1.1875
56,31,1.1875
31,58,1.1875
58,31,1.1875
31,75,0.6875
75,31,0.6875
31,78,0.5
78,31,0.5
31,81,1.1875
81,31,1.1875
31,83,1.1875
83,31,1.1875
31,96,0.6875
96,31,0.6875
31,97,1.1875
97,31,1.1875
31,98,0.6875
98,31,0.6875
31,99,0.1875
99,31,0.1875
31,100,0.5
100,31,0.5
31,102,0.5
102,31,0.5
31,103,1
103,31,1
31,104,0.1875
104,31,0.1875
31,105,0.6875
105,31,0.6875
31,106,1.1875
106,31,1.1875
31,107,0.6875
107,31,0.6875
31,108,0.5
108,31,0.5
31,120,1.1875
120,31,1.1875
31,122,1.1875
122,31,1.1875
31,128,0.6875
128,31,0.6875
31,175,1
175,31,1
32,33,0.5
33,32,0.5
32,34,0.5
34,32,0.5
32,35,0.5
35,32,0.5
32,36,0.1875
36,32,0.1875
32,37,1.1875
37,32,1.1875
32,38,1.1875
38,32,1.1875
32,39,1.1875
39,32,1.1875
32,40,1
40,32,1
32,56,1
56,32,1
32,104,1
104,32,1
32,149,0.6875
149,32,0.6875
32,150,0.6875
150,32,0.6875
32,151,0.6875
151,32,0.6875
32,153,0.5
153,32,0.5
32,156,1.1875
156,32,1.1875
32,157,0.1875
157,32,0.1875
32,158,1.1875
158,32,1.1875
32,159,1.1875
159,32,1.1875
32,170,0.5
170,32,0.5
32,172,1.1875
172,32,1.1875
32,173,1.1875
173,32,1.1875
32,174,1.1875
174,32,1.1875
32,175,0.1875
175,32,0.1875
32,176,1
176,32,1
32,177,0.5
177,32,0.5
32,178,0.5
178,32,0.5
32,180,0.6875
180,32,0.6875
32,181,0.6875
181,32,0.6875
32,183,0.6875
183,32,0.6875
33,34,0.5
34,33,0.5
33,35,0.5
35,33,0.5
33,36,0.1875
36,33,0.1875
33,37,0.1875
37,33,0.1875
33,38,0.6875
38,33,0.6875
33,39,0.6875
39,33,0.6875
33,41,1
41,33,1
33,50,0.5
50,33,0.5
33,52,1.1875
52,33,1.1875
33,55,0.6875
55,33,0.6875
33,56,0.5
56,33,0.5
33,57,1
57,33,1
33,58,0.5
58,33,0.5
33,60,0.6875
60,33,0.6875
33,63,1.1875
63,33,1.1875
33,78,1.1875
78,33,1.1875
33,99,0.5
99,33,0.5
33,100,1.1875
100,33,1.1875
33,102,0.6875
102,33,0.6875
33,104,0.5
104,33,0.5
33,105,1
105,33,1
33,107,0.5
107,33,0.5
33,108,0.6875
108,33,0.6875
33,110,1.1875
110,33,1.1875
33,128,0.5
128,33,0.5
33,132,1.1875
132,33,1.1875
33,157,1.1875
157,33,1.1875
33,173,1.1875
173,33,1.1875
33,175,0.6875
175,33,0.6875
33,177,1
177,33,1
33,181,0.6875
181,33,0.6875
33,183,1.1875
183,33,1.1875
33,199,1.1875
199,33,1.1875
34,35,0.5
35,34,0.5
34,36,0.1875
36,34,0.1875
34,37,0.6875
37,34,0.6875
34,38,0.6875
38,34,0.6875
34,39,0.1875
39,34,0.1875
34,40,0.5
40,34,0.5
34,41,0.5
41,34,0.5
34,42,1
42,34,1
34,44,0.6875
44,34,0.6875
34,45,1.1875
45,34,1.1875
34,58,1
58,34,1
34,78,1.1875
78,34,1.1875
34,83,0.5
83,34,0.5
34,84,1.1875
84,34,1.1875
34,86,0.6875
86,34,0.6875
34,104,0.5
104,34,0.5
34,106,1
106,34,1
34,107,0.5
107,34,0.5
34,108,0.6875
108,34,0.6875
34,110,1.1875
110,34,1.1875
34,112,0.5
112,34,0.5
34,116,1.1875
116,34,1.1875
34,157,0.6875
157,34,0.6875
34,159,1.1875
159,34,1.1875
34,165,1.1875
165,34,1.1875
34,175,1.1875
175,34,1.1875
34,178,1
178,34,1
34,181,1.1875
181,34,1.1875
34,183,0.6875
183,34,0.6875
35,36,0.1875
36,35,0.1875
35,37,0.6875
37,35,0.6875
35,38,0.1875
38,35,0.1875
35,39,0.6875
39,35,0.6875
35,40,0.5
40,35,0.5
35,41,0.5
41,35,0.5
35,43,1
43,35,1
35,44,0.6875
44,35,0.6875
35,45,1.1875
45,35,1.1875
35,56,0.5
56,35,0.5
35,58,0.5
58,35,0.5
35,59,1
59,35,1
35,60,0.6875
60,35,0.6875
35,63,1.1875
63,35,1.1875
35,64,0.5
64,35,0.5
35,68,1.1875
68,35,1.1875
35,107,1
107,35,1
35,157,0.6875
157,35,0.6875
35,158,1.1875
158,35,1.1875
35,165,1.1875
165,35,1.1875
35,174,1.1875
174,35,1.1875
35,175,0.6875
175,35,0.6875
35,177,0.5
177,35,0.5
35,178,0.5
178,35,0.5
35,179,1
179,35,1
35,180,0.6875
180,35,0.6875
35,181,0.1875
181,35,0.1875
35,182,0.6875
182,35,0.6875
35,183,0.1875
183,35,0.1875
35,185,0.5
185,35,0.5
35,188,1.1875
188,35,1.1875
35,189,0.6875
189,35,0.6875
35,199,1.1875
199,35,1.1875
35,202,0.5
202,35,0.5
35,204,1.1875
204,35,1.1875
35,207,0.6875
207,35,0.6875
36,37,0.5
37,36,0.5
36,38,0.5
38,36,0.5
36,39,0.5
39,36,0.5
36,40,0.6875
40,36,0.6875
36,41,0.6875
41,36,0.6875
36,44,1
44,36,1
36,50,1.1875
50,36,1.1875
36,56,0.6875
56,36,0.6875
36,58,0.6875
58,36,0.6875
36,60,1
60,36,1
36,64,1.1875
64,36,1.1875
36,83,1.1875
83,36,1.1875
36,99,1.1875
99,36,1.1875
36,104,0.6875
104,36,0.6875
36,107,0.6875
107,36,0.6875
36,108,1
108,36,1
36,112,1.1875
112,36,1.1875
36,128,1.1875
128,36,1.1875
36,153,1.1875
153,36,1.1875
36,157,0.5
157,36,0.5
36,170,1.1875
170,36,1.1875
36,175,0.5
175,36,0.5
36,177,0.6875
177,36,0.6875
36,178,0.6875
178,36,0.6875
36,180,1
180,36,1
36,181,0.5
181,36,0.5
36,183,0.5
183,36,0.5
36,185,1.1875
185,36,1.1875
36,202,1.1875
202,36,1.1875
37,38,0.5
38,37,0.5
37,39,0.5
39,37,0.5
37,41,0.6875
41,37,0.6875
37,45,1
45,37,1
37,50,0.6875
50,37,0.6875
37,55,0.5
55,37,0.5
37,56,0.6875
56,37,0.6875
37,57,0.6875
57,37,0.6875
37,58,0.1875
58,37,0.1875
37,59,1.1875
59,37,1.1875
37,60,0.5
60,37,0.5
37,61,1
61,37,1
37,63,0.5
63,37,0.5
37,64,1.1875
64,37,1.1875
37,65,1.1875
65,37,1.1875
37,99,0.6875
99,37,0.6875
37,102,0.5
102,37,0.5
37,104,0.6875
104,37,0.6875
37,105,0.6875
105,37,0.6875
37,106,1.1875
106,37,1.1875
37,107,0.1875
107,37,0.1875
37,108,0.5
108,37,0.5
37,109,1
109,37,1
37,110,0.5
110,37,0.5
37,112,1.1875
112,37,1.1875
37,113,1.1875
113,37,1.1875
37,122,1.1875
122,37,1.1875
37,123,1.1875
123,37,1.1875
37,128,0.1875
128,37,0.1875
37,129,1.1875
129,37,1.1875
37,130,0.6875
130,37,0.6875
37,131,0.6875
131,37,0.6875
37,132,0.5
132,37,0.5
37,136,0.6875
136,37,0.6875
37,181,1
181,37,1
38,39,0.5
39,38,0.5
38,40,0.6875
40,38,0.6875
38,41,0.1875
41,38,0.1875
38,42,1.1875
42,38,1.1875
38,43,0.6875
43,38,0.6875
38,44,0.5
44,38,0.5
38,45,0.5
45,38,0.5
38,46,1
46,38,1
38,56,0.6875
56,38,0.6875
38,57,1.1875
57,38,1.1875
38,58,0.1875
58,38,0.1875
38,59,0.6875
59,38,0.6875
38,60,0.5
60,38,0.5
38,62,1
62,38,1
38,63,0.5
63,38,0.5
38,64,0.1875
64,38,0.1875
38,65,0.6875
65,38,0.6875
38,66,0.6875
66,38,0.6875
38,67,1.1875
67,38,1.1875
38,68,0.5
68,38,0.5
38,107,0.6875
107,38,0.6875
38,110,1
110,38,1
38,112,1.1875
112,38,1.1875
38,115,1.1875
115,38,1.1875
38,128,1.1875
128,38,1.1875
38,131,1.1875
131,38,1.1875
38,136,0.6875
136,38,0.6875
38,177,1.1875
177,38,1.1875
38,178,1.1875
178,38,1.1875
38,181,0.5
181,38,0.5
38,182,1
182,38,1
38,183,0.5
183,38,0.5
38,185,0.6875
185,38,0.6875
38,189,0.5
189,38,0.5
38,202,0.6875
202,38,0.6875
38,207,0.5
207,38,0.5
38,209,1.1875
209,38,1.1875
38,210,1.1875
210,38,1.1875
39,40,0.6875
40,39,0.6875
39,41,0.1875
41,39,0.1875
39,42,0.6875
42,39,0.6875
39,43,1.1875
43,39,1.1875
39,44,0.5
44,39,0.5
39,45,0.5
45,39,0.5
39,47,1
47,39,1
39,58,0.6875
58,39,0.6875
39,63,1
63,39,1
39,64,1.1875
64,39,1.1875
39,66,1.1875
66,39,1.1875
39,83,0.6875
83,39,0.6875
39,86,0.5
86,39,0.5
39,89,1.1875
89,39,1.1875
39,91,1.1875
91,39,1.1875
39,104,0.6875
104,39,0.6875
39,105,1.1875
105,39,1.1875
39,106,0.6875
106,39,0.6875
39,107,0.1875
107,39,0.1875
39,108,0.5
108,39,0.5
39,110,0.5
110,39,0.5
39,111,1
111,39,1
39,112,0.1875
112,39,0.1875
39,113,0.6875
113,39,0.6875
39,114,1.1875
114,39,1.1875
39,115,0.6875
115,39,0.6875
39,116,0.5
116,39,0.5
39,128,1.1875
128,39,1.1875
39,130,1.1875
130,39,1.1875
39,136,0.6875
136,39,0.6875
39,183,1
183,39,1
40,41,0.5
41,40,0.5
40,42,0.5
42,40,0.5
40,43,0.5
43,40,0.5
40,44,0.1875
44,40,0.1875
40,45,1.1875
45,40,1.1875
40,46,1.1875
46,40,1.1875
40,47,1.1875
47,40,1.1875
40,64,1
64,40,1
40,112,1
112,40,1
40,157,0.6875
157,40,0.6875
40,158,0.6875
158,40,0.6875
40,159,0.6875
159,40,0.6875
40,161,0.5
161,40,0.5
40,164,1.1875
164,40,1.1875
40,165,0.1875
165,40,0.1875
40,166,1.1875
166,40,1.1875
40,167,1.1875
167,40,1.1875
40,178,0.5
178,40,0.5
40,180,1.1875
180,40,1.1875
40,181,1.1875
181,40,1.1875
40,182,1.1875
182,40,1.1875
40,183,0.1875
183,40,0.1875
40,184,1
184,40,1
40,185,0.5
185,40,0.5
40,186,0.5
186,40,0.5
40,188,0.6875
188,40,0.6875
40,189,0.6875
189,40,0.6875
40,191,0.6875
191,40,0.6875
41,42,0.5
42,41,0.5
41,43,0.5
43,41,0.5
41,44,0.1875
44,41,0.1875
41,45,0.1875
45,41,0.1875
41,46,0.6875
46,41,0.6875
41,47,0.6875
47,41,0.6875
41,58,0.5
58,41,0.5
41,60,1.1875
60,41,1.1875
41,63,0.6875
63,41,0.6875
41,64,0.5
64,41,0.5
41,65,1
65,41,1
41,66,0.5
66,41,0.5
41,68,0.6875
68,41,0.6875
41,71,1.1875
71,41,1.1875
41,86,1.1875
86,41,1.1875
41,107,0.5
107,41,0.5
41,108,1.1875
108,41,1.1875
41,110,0.6875
110,41,0.6875
41,112,0.5
112,41,0.5
41,113,1
113,41,1
41,115,0.5
115,41,0.5
41,116,0.6875
116,41,0.6875
41,118,1.1875
118,41,1.1875
41,136,0.5
136,41,0.5
41,140,1.1875
140,41,1.1875
41,165,1.1875
165,41,1.1875
41,181,1.1875
181,41,1.1875
41,183,0.6875
183,41,0.6875
41,185,1
185,41,1
41,189,0.6875
189,41,0.6875
41,191,1.1875
191,41,1.1875
41,207,1.1875
207,41,1.1875
42,43,0.5
43,42,0.5
42,44,0.1875
44,42,0.1875
42,45,0.6875
45,42,0.6875
42,46,0.6875
46,42,0.6875
42,47,0.1875
47,42,0.1875
42,66,1
66,42,1
42,86,1.1875
86,42,1.1875
42,91,0.5
91,42,0.5
42,92,1.1875
92,42,1.1875
42,94,0.6875
94,42,0.6875
42,96,0.5
96,42,0.5
42,100,1.1875
100,42,1.1875
42,112,0.5
112,42,0.5
42,114,1
114,42,1
42,115,0.5
115,42,0.5
42,116,0.6875
116,42,0.6875
42,118,1.1875
118,42,1.1875
42,149,1.1875
149,42,1.1875
42,165,0.6875
165,42,0.6875
42,167,1.1875
167,42,1.1875
42,183,1.1875
183,42,1.1875
42,186,1
186,42,1
42,189,1.1875
189,42,1.1875
42,191,0.6875
191,42,0.6875
43,44,0.1875
44,43,0.1875
43,45,0.6875
45,43,0.6875
43,46,0.1875
46,43,0.1875
43,47,0.6875
47,43,0.6875
43,48,0.5
48,43,0.5
43,52,1.1875
52,43,1.1875
43,64,0.5
64,43,0.5
43,66,0.5
66,43,0.5
43,67,1
67,43,1
43,68,0.6875
68,43,0.6875
43,71,1.1875
71,43,1.1875
43,115,1
115,43,1
43,149,1.1875
149,43,1.1875
43,165,0.6875
165,43,0.6875
43,166,1.1875
166,43,1.1875
43,169,0.5
169,43,0.5
43,172,1.1875
172,43,1.1875
43,173,0.6875
173,43,0.6875
43,182,1.1875
182,43,1.1875
43,183,0.6875
183,43,0.6875
43,185,0.5
185,43,0.5
43,186,0.5
186,43,0.5
43,187,1
187,43,1
43,188,0.6875
188,43,0.6875
43,189,0.1875
189,43,0.1875
43,190,0.6875
190,43,0.6875
43,191,0.1875
191,43,0.1875
43,207,1.1875
207,43,1.1875
43,210,0.5
210,43,0.5
43,212,1.1875
212,43,1.1875
43,215,0.6875
215,43,0.6875
44,45,0.5
45,44,0.5
44,46,0.5
46,44,0.5
44,47,0.5
47,44,0.5
44,48,1.1875
48,44,1.1875
44,58,1.1875
58,44,1.1875
44,64,0.6875
64,44,0.6875
44,66,0.6875
66,44,0.6875
44,68,1
68,44,1
44,91,1.1875
91,44,1.1875
44,96,1.1875
96,44,1.1875
44,107,1.1875
107,44,1.1875
44,112,0.6875
112,44,0.6875
44,115,0.6875
115,44,0.6875
44,116,1
116,44,1
44,136,1.1875
136,44,1.1875
44,161,1.1875
161,44,1.1875
44,165,0.5
165,44,0.5
44,169,1.1875
169,44,1.1875
44,178,1.1875
178,44,1.1875
44,183,0.5
183,44,0.5
44,185,0.6875
185,44,0.6875
44,186,0.6875
186,44,0.6875
44,188,1
188,44,1
44,189,0.5
189,44,0.5
44,191,0.5
191,44,0.5
44,210,1.1875
210,44,1.1875
45,46,0.5
46,45,0.5
45,47,0.5
47,45,0.5
45,48,1.1875
48,45,1.1875
45,49,1.1875
49,45,1.1875
45,58,0.6875
58,45,0.6875
45,63,0.5
63,45,0.5
45,64,0.6875
64,45,0.6875
45,65,0.6875
65,45,0.6875
45,66,0.1875
66,45,0.1875
45,67,1.1875
67,45,1.1875
45,68,0.5
68,45,0.5
45,69,1
69,45,1
45,71,0.5
71,45,0.5
45,96,1.1875
96,45,1.1875
45,97,1.1875
97,45,1.1875
45,107,0.6875
107,45,0.6875
45,110,0.5
110,45,0.5
45,112,0.6875
112,45,0.6875
45,113,0.6875
113,45,0.6875
45,114,1.1875
114,45,1.1875
45,115,0.1875
115,45,0.1875
45,116,0.5
116,45,0.5
45,117,1
117,45,1
45,118,0.5
118,45,0.5
45,120,0.6875
120,45,0.6875
45,130,1.1875
130,45,1.1875
45,131,1.1875
131,45,1.1875
45,136,0.1875
136,45,0.1875
45,137,1.1875
137,45,1.1875
45,138,0.6875
138,45,0.6875
45,139,0.6875
139,45,0.6875
45,140,0.5
140,45,0.5
45,189,1
189,45,1
46,47,0.5
47,46,0.5
46,48,0.1875
48,46,0.1875
46,49,0.6875
49,46,0.6875
46,50,0.6875
50,46,0.6875
46,51,1.1875
51,46,1.1875
46,52,0.5
52,46,0.5
46,64,0.6875
64,46,0.6875
46,65,1.1875
65,46,1.1875
46,66,0.1875
66,46,0.1875
46,67,0.6875
67,46,0.6875
46,68,0.5
68,46,0.5
46,70,1
70,46,1
46,71,0.5
71,46,0.5
46,96,1.1875
96,46,1.1875
46,99,1.1875
99,46,1.1875
46,115,0.6875
115,46,0.6875
46,118,1
118,46,1
