Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,267.8399963378906,268.80999755859375,267.3999938964844,268.7699890136719,247.8997802734375,86655700
2018-01-03,268.9599914550781,270.6400146484375,268.9599914550781,270.4700012207031,249.46775817871094,90070400
2018-01-04,271.20001220703125,272.1600036621094,270.5400085449219,271.6099853515625,250.5192413330078,80636400
2018-01-05,272.510009765625,273.55999755859375,271.95001220703125,273.4200134277344,252.18870544433594,83524000
2018-01-08,273.30999755859375,274.1000061035156,272.9800109863281,273.9200134277344,252.64988708496094,57319200
2018-01-09,274.3999938964844,275.25,274.0799865722656,274.5400085449219,253.2217559814453,57254000
2018-01-10,273.67999267578125,274.4200134277344,272.9200134277344,274.1199951171875,252.83436584472656,69574300
2018-01-11,274.75,276.1199951171875,274.55999755859375,276.1199951171875,254.67906188964844,62361500
2018-01-12,276.4200134277344,278.1099853515625,276.0799865722656,277.9200134277344,256.33929443359375,90816100
2018-01-16,279.3500061035156,280.0899963378906,276.17999267578125,276.9700012207031,255.4630889892578,106555100
2018-01-17,278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,257.8980712890625,113258800
2018-01-18,279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,257.4645690917969,100728000
2018-01-19,279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,258.63592529296875,140920100
2018-01-22,280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,260.7388916015625,91322400
2018-01-23,282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,261.2923583984375,97084700
2018-01-24,284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,261.1908264160156,134816100
2018-01-25,284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,261.3015441894531,84587300
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,264.32684326171875,107743100
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,262.57440185546875,90118300
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,259.8810729980469,131796400
