Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,235.13641357421875,126925200
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,229.52542114257812,144140700
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,237.21353149414062,142628800
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,239.08389282226562,103139100
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,241.3301544189453,102512600
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,242.45802307128906,95006600
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,243.31332397460938,96823900
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,243.4072723388672,73858100
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,241.92227172851562,70908200
2019-01-15,257.82000732421875,260.70001220703125,257.80999755859375,260.3500061035156,244.69491577148438,85208300
2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,245.2870330810547,77636700
2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,247.14797973632812,96118400
2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,250.43748474121094,127900300
2019-01-22,264.82000732421875,265.05999755859375,261.05999755859375,262.8599853515625,247.05392456054688,115531200
2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,247.57090759277344,86030300
2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,247.70245361328125,59204100
2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,249.7983856201172,96883400
2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,247.89984130859375,85613700
2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,247.57090759277344,66136300
2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,251.4901580810547,92473700
2019-01-31,267.510009765625,270.4700012207031,267.2699890136719,269.92999267578125,253.69883728027344,104012100
2019-02-01,270.1499938964844,271.20001220703125,269.17999267578125,270.05999755859375,253.82102966308594,85782500
2019-02-04,270.1099853515625,272.0299987792969,269.3599853515625,271.9599914550781,255.60671997070312,60744800
2019-02-05,272.44000244140625,273.44000244140625,271.8800048828125,273.1000061035156,256.6781921386719,79552800
