Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,476.29998779296875,477.8500061035156,473.8500061035156,477.7099914550781,472.2423095703125,72668200
2022-01-04,479.2200012207031,479.9800109863281,475.5799865722656,477.54998779296875,472.0841064453125,71178700
2022-01-05,477.1600036621094,477.9800109863281,468.2799987792969,468.3800048828125,463.0190734863281,104538900
2022-01-06,467.8900146484375,470.82000732421875,465.42999267578125,467.94000244140625,462.5841369628906,86858900
2022-01-07,467.95001220703125,469.20001220703125,464.6499938964844,466.0899963378906,460.75531005859375,85111600
2022-01-10,462.70001220703125,465.739990234375,456.6000061035156,465.510009765625,460.18194580078125,119362000
2022-01-11,465.2300109863281,469.8500061035156,462.04998779296875,469.75,464.3734436035156,74303100
2022-01-12,471.5899963378906,473.20001220703125,468.94000244140625,471.0199890136719,465.6288757324219,67605400
2022-01-13,472.19000244140625,472.8800048828125,463.44000244140625,464.5299987792969,459.2131652832031,91173100
2022-01-14,461.19000244140625,465.0899963378906,459.8999938964844,464.7200012207031,459.4010009765625,95890900
2022-01-18,459.739990234375,459.9599914550781,455.30999755859375,456.489990234375,451.2651672363281,109709100
2022-01-19,458.1300048828125,459.6099853515625,451.4599914550781,451.75,446.5794372558594,109357600
2022-01-20,453.75,458.739990234375,444.5,446.75,441.63665771484375,122379700
2022-01-21,445.55999755859375,448.05999755859375,437.95001220703125,437.9800109863281,432.9670715332031,202271200
2022-01-24,432.0299987792969,440.3800048828125,420.760009765625,439.8399963378906,434.8057556152344,251783900
2022-01-25,433.05999755859375,439.7200012207031,427.1499938964844,434.4700012207031,429.4971923828125,167997300
2022-01-26,440.7200012207031,444.0400085449219,428.8599853515625,433.3800048828125,428.419677734375,186391100
2022-01-27,438.260009765625,441.5899963378906,429.45001220703125,431.239990234375,426.3041687011719,149878300
2022-01-28,432.67999267578125,442.0,427.82000732421875,441.95001220703125,436.8916320800781,164457400
2022-01-31,441.239990234375,450.2799987792969,439.80999755859375,449.9100036621094,444.760498046875,152251400
2022-02-01,450.67999267578125,453.6300048828125,446.94000244140625,452.95001220703125,447.7657470703125,123155400
2022-02-02,455.5,458.1199951171875,453.04998779296875,457.3500061035156,452.1153564453125,117361000
2022-02-03,450.95001220703125,452.9700012207031,445.7099914550781,446.6000061035156,441.4883728027344,118024400
2022-02-04,446.3500061035156,452.7799987792969,443.8299865722656,448.70001220703125,443.5643615722656,118454400
2022-02-07,449.510009765625,450.989990234375,445.8500061035156,447.260009765625,442.140869140625,84472900
2022-02-08,446.7300109863281,451.9200134277344,445.2200012207031,450.94000244140625,445.7787170410156,81012000
2022-02-09,455.2200012207031,457.8800048828125,455.010009765625,457.5400085449219,452.3031921386719,92589900
2022-02-10,451.3399963378906,457.7099914550781,447.20001220703125,449.32000732421875,444.17724609375,140103700
