Date,Open,High,Low,Close,Adj Close,Volume
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,384.5199890136719,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,374.8699951171875,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,371.010009765625,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,376.3500061035156,103449600
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,379.95001220703125,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,382.0,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,374.1300048828125,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,394.69000244140625,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,398.510009765625,93758600
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,395.1199951171875,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,398.489990234375,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,395.45001220703125,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,394.239990234375,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,396.0299987792969,92783500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,394.5899963378906,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,399.8999938964844,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,402.4200134277344,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,402.3299865722656,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,395.9100036621094,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,395.2300109863281,52310000
