Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,323.5400085449219,324.8900146484375,322.5299987792969,324.8699951171875,311.11700439453125,59151200
2020-01-03,321.1600036621094,323.6400146484375,321.1000061035156,322.4100036621094,308.76116943359375,77709700
2020-01-06,320.489990234375,323.7300109863281,320.3599853515625,323.6400146484375,309.9391174316406,55653900
2020-01-07,323.0199890136719,323.5400085449219,322.239990234375,322.7300109863281,309.0675964355469,40496400
2020-01-08,322.94000244140625,325.7799987792969,322.6700134277344,324.45001220703125,310.71478271484375,68296000
2020-01-09,326.1600036621094,326.7300109863281,325.5199890136719,326.6499938964844,312.8216247558594,48473300
2020-01-10,327.2900085449219,327.4599914550781,325.20001220703125,325.7099914550781,311.92144775390625,53029300
2020-01-13,326.3900146484375,327.9599914550781,325.9200134277344,327.95001220703125,314.0666198730469,47086800
2020-01-14,327.4700012207031,328.6199951171875,326.8399963378906,327.45001220703125,313.5877990722656,62832800
2020-01-15,327.3500061035156,329.0199890136719,327.260009765625,328.19000244140625,314.2964172363281,72056600
2020-01-16,329.70001220703125,330.9200134277344,329.45001220703125,330.9200134277344,316.9109191894531,54050300
2020-01-17,331.70001220703125,332.17999267578125,330.8500061035156,331.95001220703125,317.89727783203125,95846000
2020-01-21,330.8999938964844,332.17999267578125,330.82000732421875,331.29998779296875,317.2748107910156,77742400
2020-01-22,332.239990234375,332.95001220703125,331.1700134277344,331.3399963378906,317.3131408691406,48914900
2020-01-23,330.6300048828125,332.1700134277344,329.4100036621094,331.7200012207031,317.67706298828125,51963000
2020-01-24,332.44000244140625,332.5299987792969,327.3599853515625,328.7699890136719,314.8519592285156,87578400
2020-01-27,323.0299987792969,325.1199951171875,322.6600036621094,323.5,309.8050842285156,84062500
2020-01-28,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,313.0515441894531,63834000
2020-01-29,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,312.79290771484375,53888900
2020-01-30,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,313.8080749511719,75491800
2020-01-31,327.0,327.1700134277344,320.7300109863281,321.7300109863281,308.10992431640625,113845600
2020-02-03,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,310.3987731933594,69083000
2020-02-04,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,315.129638671875,62573200
2020-02-05,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,318.76873779296875,65951100
2020-02-06,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,319.8414001464844,50359700
2020-02-07,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,318.13677978515625,64139400
2020-02-10,331.2300109863281,334.75,331.19000244140625,334.67999267578125,320.5117492675781,42070000
2020-02-11,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,321.06719970703125,54864500
2020-02-12,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,323.1357421875,43992700
2020-02-13,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,322.791015625,54501900
2020-02-14,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,323.3081359863281,64582200
2020-02-18,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,322.4749450683594,57226200
2020-02-19,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,324.01678466796875,48814700
2020-02-20,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,322.6856384277344,74163400
2020-02-21,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,319.3625183105469,113788200
2020-02-24,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,308.7707824707031,161088400
2020-02-25,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,299.41436767578125,218913200
2020-02-26,314.17999267578125,318.1099853515625,310.70001220703125,311.5,298.3129577636719,194773800
