,frequency,MC
SPG,0.07981220657276995,0.18894641067397946
IPG,0.07981220657276995,0.045462058511410025
SBNY,0.07981220657276995,0.02091932783742172
IRM,0.07981220657276995,0.01404700505013163
VLO,0.07981220657276995,0.04757290683866865
MAA,0.09154929577464789,0.04831767914660963
MRO,0.09389671361502347,0.08578263506207344
FTNT,0.1056338028169014,0.033938967735945166
DVN,0.13615023474178403,0.10834281089436275
LCID,0.17370892018779344,0.4066701982493976
