,frequency,MC
T,0.08461538461538462,0.034522927879478235
MTCH,0.08461538461538462,0.03672179649881052
TSN,0.08461538461538462,0.14698435918771294
EQIX,0.08717948717948718,0.13139066387156517
AZN,0.09230769230769231,0.027062184017008727
NVR,0.09230769230769231,0.08185283025911293
HSY,0.09230769230769231,0.19571024689681055
CPRT,0.1076923076923077,0.22251887418003338
SEDG,0.11025641025641025,0.05811039294565527
ENPH,0.1641025641025641,0.06512572426381223
