,frequency,MC
ENPH,0.08624708624708624,0.03624949552346838
PDD,0.08857808857808858,0.1355781649009584
NVDA,0.09090909090909091,0.01837733169976141
DOCU,0.09324009324009325,0.022429738758854373
CRWD,0.09557109557109557,0.10264128896141479
ETSY,0.09557109557109557,0.08847148499621114
ZS,0.1048951048951049,0.10698013806373065
MRNA,0.11188811188811189,0.1661856270864001
ZM,0.11188811188811189,0.14142350188597722
TSLA,0.12121212121212122,0.1816632281232235
